"group","group_ko","order","emoji","unicode","name_ko","keywords_ko","source_category"
"health_exercise","건강과 운동","49","🔮","1F52E","수정 구슬","구슬, 수정, 예언, 운세, 수정 구슬","activities"
"health_exercise","건강과 운동","50","🧶","1F9F6","코바늘","니트, 실뭉치, 코바늘","activities"
"health_exercise","건강과 운동","51","🤸","1F938","옆돌기하는 사람","체조, 옆돌기, 풍차돌리기, 옆돌기하는 사람","smileys_people"
"health_exercise","건강과 운동","52","🚲","1F6B2","교통수단","자전거, 바이크, 교통수단","travel_places"
"health_exercise","건강과 운동","53","♥️","2665-FE0F","카드 게임","하트, 카드 게임","activities"
"health_exercise","건강과 운동","54","⚕️","2695-FE0F","의술의 신","의학, 의학 기호, 의술의 신","symbols"
"health_exercise","건강과 운동","55","🧗","1F9D7","클라이밍하는 사람","클라이밍, 클라이밍하는 사람","smileys_people"
"daily_life","생활과 돌봄","1","🏠","1F3E0","주택","집, 건물, 주택","travel_places"
"daily_life","생활과 돌봄","2","🧹","1F9F9","빗자루","마녀, 비질, 빗자루","objects"
"daily_life","생활과 돌봄","3","🧺","1F9FA","빨래바구니","바구니, 빨래바구니","objects"
"daily_life","생활과 돌봄","4","🚿","1F6BF","샤워","물, 샤워","objects"
"daily_life","생활과 돌봄","5","🛒","1F6D2","쇼핑카트","카트, 장보기, 쇼핑카트","objects"
"daily_life","생활과 돌봄","6","🐕","1F415","멍멍이","개, 동물, 강아지, 개새끼, 멍멍이","animals_nature"
"daily_life","생활과 돌봄","7","🐈","1F408","냐옹이 동물","괭이, 집사, 고양이, 야옹이, 냐옹이 동물","animals_nature"
"daily_life","생활과 돌봄","8","✅","2705","체크 표시","체크, 체크 표시","symbols"
"daily_life","생활과 돌봄","9","⏰","23F0","알람 시계","시계, 알람, 알람 시계","travel_places"
"daily_life","생활과 돌봄","10","🧼","1F9FC","비누 그릇","비누, 목욕, 클렌징, 비누 거품, 비누 그릇","objects"
"daily_life","생활과 돌봄","11","🧽","1F9FD","스펀지","청소, 흡수, 스펀지","objects"
"daily_life","생활과 돌봄","12","🛍️","1F6CD-FE0F","쇼핑가방","쇼핑백, 쇼핑가방","objects"
"daily_life","생활과 돌봄","13","🪴","1FAB4","키우다","집, 분재, 식물, 자라다, 지루한, 키우다","animals_nature"
"daily_life","생활과 돌봄","14","🏡","1F3E1","정원이 있는 주택","정원이 있는 집, 정원이 있는 주택","travel_places"
"daily_life","생활과 돌봄","15","🔪","1F52A","요리용 칼","식칼, 요리용 칼","food_drink"
"daily_life","생활과 돌봄","16","💰","1F4B0","돈주머니","돈가방, 주머니, 돈주머니","objects"
"daily_life","생활과 돌봄","17","🫧","1FAE7","물 속","거품, 비누, 청소, 트림, 물 속","objects"
"daily_life","생활과 돌봄","18","🐶","1F436","강아지 얼굴","개, 개띠, 동물, 강아지, 강아지 얼굴","animals_nature"
"daily_life","생활과 돌봄","19","🐱","1F431","고양이 얼굴","동물, 고양이, 고양이 얼굴","animals_nature"
"daily_life","생활과 돌봄","20","👪","1F46A","사람들","가족, 아빠, 아이, 엄마, 사람들","smileys_people"
"daily_life","생활과 돌봄","21","🍳","1F373","계란 프라이","요리, 프라이팬, 계란 프라이","food_drink"
"daily_life","생활과 돌봄","22","🍽️","1F37D-FE0F","포크와 나이프가 있는 접시","접시, 포크, 나이프, 포크와 나이프가 있는 접시","food_drink"
"daily_life","생활과 돌봄","23","🍴","1F374","포크와 나이프","식당, 포크, 나이프, 포크와 나이프","food_drink"
"daily_life","생활과 돌봄","24","🛖","1F6D6","유르트","집, 원실, 오두막, 유르트","travel_places"
"daily_life","생활과 돌봄","25","👜","1F45C","핸드백","백, 가방, 핸드백","objects"
"daily_life","생활과 돌봄","26","👝","1F45D","파우치","가방, 파우치","objects"
"daily_life","생활과 돌봄","27","🪙","1FA99","보물","금, 돈, 은, 동전, 금속, 보물","objects"
"daily_life","생활과 돌봄","28","💴","1F4B4","일본 화폐","엔, 엔화, 일본 돈, 일본 화폐","objects"
"daily_life","생활과 돌봄","29","💵","1F4B5","미국 화폐","달러, 달러화, 미국 돈, 미국 화폐","objects"
"daily_life","생활과 돌봄","30","💶","1F4B6","유럽 화폐","유로, 유로화, 유럽 돈, 유럽 화폐","objects"
"daily_life","생활과 돌봄","31","💷","1F4B7","영국 화폐","파운드, 영국 돈, 파운드화, 영국 화폐","objects"
"daily_life","생활과 돌봄","32","💸","1F4B8","날개 달린 돈","돈, 손해, 지폐, 돈 날림, 날아가는 돈, 날개 달린 돈","objects"
"daily_life","생활과 돌봄","33","💳","1F4B3","신용카드","카드, 신용카드","objects"
"daily_life","생활과 돌봄","34","🎺","1F3BA","트럼펫","악기, 연주, 음악, 트럼펫","objects"
"daily_life","생활과 돌봄","35","🪝","1FA9D","걸리게 하다","고리, 곡선, 갈고리, 팔리는, 걸리게 하다","objects"
"daily_life","생활과 돌봄","36","🧫","1F9EB","페트리 접시","미생물, 생물학, 실험실, 박테리아, 페트리 접시","objects"
"daily_life","생활과 돌봄","37","🪪","1FAAA","허가증","id, 보안, 신분증, 자격증, 허가증","objects"
"daily_life","생활과 돌봄","38","🛀","1F6C0","목욕하는 사람","욕조, 목욕하는 사람","smileys_people"
"daily_life","생활과 돌봄","39","👚","1F45A","블라우스","여성복, 블라우스","objects"
"daily_life","생활과 돌봄","40","🔍","1F50D","왼쪽으로 향한 돋보기","검색, 검색하기, 왼쪽으로 향한 돋보기","objects"
"daily_life","생활과 돌봄","41","🔎","1F50E","오른쪽으로 향한 돋보기","검색, 검색하기, 오른쪽으로 향한 돋보기","objects"
"daily_life","생활과 돌봄","42","🔦","1F526","손전등","전등, 손전등","objects"
"daily_life","생활과 돌봄","43","✂️","2702-FE0F","도구","가위, 기구, 도구","objects"
"daily_life","생활과 돌봄","44","🔨","1F528","해머","망치, 도구, 해머","objects"
"daily_life","생활과 돌봄","45","⛏️","26CF-FE0F","곡괭이","광산, 곡괭이","objects"
"food_drink","식사와 수분","1","💧","1F4A7","물방울","땀, 물방울","travel_places"
"food_drink","식사와 수분","2","🥛","1F95B","우유 한잔","밀크, 우유, 한잔, 글라스, 우유 한잔","food_drink"
"food_drink","식사와 수분","3","☕","2615","뜨거운 음료","차, 음료, 커피, 뜨거운 음료","food_drink"
"food_drink","식사와 수분","4","🫖","1FAD6","찻주전자","차, 냄비, 음료, 찻주전자","food_drink"
"food_drink","식사와 수분","5","🍎","1F34E","빨간 사과","과일, 빨간 사과","food_drink"
"food_drink","식사와 수분","6","🍌","1F34C","바나나","과일, 바나나","food_drink"
"food_drink","식사와 수분","7","🥗","1F957","야채샐러드","건강, 야채, 채소, 샐러드, 야채샐러드","food_drink"
"food_drink","식사와 수분","8","🍚","1F35A","밥공기","밥, 밥공기","food_drink"
"food_drink","식사와 수분","9","🍞","1F35E","식빵","빵, 식빵","food_drink"
"food_drink","식사와 수분","10","🥚","1F95A","식품","달걀, 계란, 식품","food_drink"
"food_drink","식사와 수분","11","🍵","1F375","찻집","차, 찻잔, 찻집","food_drink"
"food_drink","식사와 수분","12","🥕","1F955","채소","당근, 식품, 채소","food_drink"
"food_drink","식사와 수분","13","🥐","1F950","크루아상","빵, 식품, 프랑스, 크루아상","food_drink"
"food_drink","식사와 수분","14","🧋","1F9CB","버블티","차, 펄, 버블, 우유, 버블티","food_drink"
"food_drink","식사와 수분","15","🍉","1F349","과일","수박, 과일","food_drink"
"food_drink","식사와 수분","16","🥑","1F951","아보카드","과일, 식품, 열매, 아보카도, 아보카드","food_drink"
"food_drink","식사와 수분","17","🍅","1F345","토마토","채소, 토마토","food_drink"
"food_drink","식사와 수분","18","🥔","1F954","포테이토","감자, 식품, 채소, 포테이토","food_drink"
"food_drink","식사와 수분","19","🥒","1F952","피클","오이, 식품, 채소, 피클","food_drink"
"food_drink","식사와 수분","20","🥣","1F963","스푼과 사발","아침, 콘지, 시리얼, 스푼과 사발","food_drink"
"food_drink","식사와 수분","21","🧉","1F9C9","마테차","차, 음료, 마테차","food_drink"
"food_drink","식사와 수분","22","🍍","1F34D","파인애플","과일, 파인애플","food_drink"
"food_drink","식사와 수분","23","🍏","1F34F","파란 사과","과일, 초록 사과, 파란 사과","food_drink"
"food_drink","식사와 수분","24","🍆","1F346","채소","가지, 야채, 채소","food_drink"
"food_drink","식사와 수분","25","🍈","1F348","채소","멜론, 과일, 야채, 채소","food_drink"
"food_drink","식사와 수분","26","🚱","1F6B1","마실 수 없는 물","섭취 금지, 마시지 마시오, 마실 수 없는 물","symbols"
"food_drink","식사와 수분","27","🍼","1F37C","아기 젖병","젖병, 우유, 아기 젖병","food_drink"
"food_drink","식사와 수분","28","🥞","1F95E","핫케이크","식품, 크레페, 팬케이크, 핫케이크","food_drink"
"food_drink","식사와 수분","29","🥓","1F953","돼지고기","고기, 식품, 베이컨, 돼지고기","food_drink"
"food_drink","식사와 수분","30","🥜","1F95C","견과류","땅콩, 넛츠, 식품, 견과류","food_drink"
"food_drink","식사와 수분","31","🍜","1F35C","라면","면, 국수, 라면","food_drink"
"food_drink","식사와 수분","32","🍶","1F376","병과 술잔","술, 사케, 병과 술잔","food_drink"
"food_drink","식사와 수분","33","🥖","1F956","프랑스","빵, 식품, 바게트, 프랑스","food_drink"
"food_drink","식사와 수분","34","🥙","1F959","밀전병에 싼 요리","부리또, 밀전병에 싼 요리","food_drink"
"food_drink","식사와 수분","35","🥤","1F964","빨대와 컵","소다, 주스, 빨대와 컵","food_drink"
"nature_growth","자연과 성장","1","🌱","1F331","싹이 돋다","새싹, 싹이 돋다","animals_nature"
"nature_growth","자연과 성장","2","🌳","1F333","낙엽수","나무, 낙엽수","animals_nature"
"nature_growth","자연과 성장","3","🌿","1F33F","잎사귀","풀, 잎, 잎사귀","animals_nature"
"nature_growth","자연과 성장","4","🍃","1F343","바람에 흔들리는 나뭇잎","가을 낙엽, 바람에 떨어지는 잎, 바람에 흔들리는 나뭇잎","animals_nature"
"nature_growth","자연과 성장","5","🌻","1F33B","해바라기","꽃, 해바라기","animals_nature"
"nature_growth","자연과 성장","6","☀️","2600-FE0F","맑음","해, 태양, 더움, 맑음","travel_places"
"nature_growth","자연과 성장","7","🌙","1F319","초승달","달, 초승달","travel_places"
"nature_growth","자연과 성장","8","⭐","2B50","별","별","travel_places"
"nature_growth","자연과 성장","9","🌈","1F308","레인보우","무지개, 레인보우","travel_places"
"nature_growth","자연과 성장","10","⛰️","26F0-FE0F","산 정상","산, 산 정상","travel_places"
"nature_growth","자연과 성장","11","🌦️","1F326-FE0F","비구름 뒤의 태양","비, 해, 구름, 비구름 뒤의 태양","travel_places"
"nature_growth","자연과 성장","12","⛅","26C5","구름에 가린 해","해, 구름, 구름 뒤의 해, 구름에 가린 해","travel_places"
"nature_growth","자연과 성장","13","🌤️","1F324-FE0F","작은 구름 뒤의 태양","해, 구름, 흐림, 작은 구름 뒤의 태양","travel_places"
"nature_growth","자연과 성장","14","🌥️","1F325-FE0F","큰 구름 뒤의 태양","해, 구름, 흐림, 큰 구름 뒤의 태양","travel_places"
"nature_growth","자연과 성장","15","⛱️","26F1-FE0F","땅에 꽂힌 파라솔","우산, 파라솔, 해변가, 땅에 꽂힌 파라솔","travel_places"
"nature_growth","자연과 성장","16","🌄","1F304","산에서 떠오르는 해","산, 해, 아침 해, 해가 뜸, 산에 해가 뜸, 산에서 떠오르는 해","travel_places"
"nature_growth","자연과 성장","17","🌸","1F338","꽃송이","꽃, 벚꽃, 꽃송이","animals_nature"
"nature_growth","자연과 성장","18","🌼","1F33C","꽃송이","꽃, 꽃송이","animals_nature"
"nature_growth","자연과 성장","19","🌵","1F335","선인장","나무, 식물, 선인장","animals_nature"
"nature_growth","자연과 성장","20","⛈️","26C8-FE0F","번개가 치는 비구름","비, 구름, 번개, 번개가 치는 비구름","travel_places"
"nature_growth","자연과 성장","21","🌧️","1F327-FE0F","비구름","비, 구름, 비구름","travel_places"
"nature_growth","자연과 성장","22","🎋","1F38B","소원 쪽지 매달기","기원 쪽지, 소원 빌기, 소원 쪽지, 소원을 건 나무, 소원 쪽지 매달기","activities"
"nature_growth","자연과 성장","23","🌲","1F332","상록수","나무, 소나무, 상록수","animals_nature"
"nature_growth","자연과 성장","24","🌴","1F334","열대 나무","나무, 야자수, 열대 나무","animals_nature"
"nature_growth","자연과 성장","25","☘️","2618-FE0F","토끼풀","풀, 세잎, 토끼풀","animals_nature"
"nature_growth","자연과 성장","26","🏵️","1F3F5-FE0F","장미","꽃, 장미","animals_nature"
"nature_growth","자연과 성장","27","🍀","1F340","네잎클로버","행운, 클로버, 네잎클로버","animals_nature"
"nature_growth","자연과 성장","28","💐","1F490","꽃다발","꽃, 부케, 꽃다발","animals_nature"
"nature_growth","자연과 성장","29","💮","1F4AE","꽃 표시","꽃, 흰 꽃, 꽃 도장, 꽃 표시","animals_nature"
"nature_growth","자연과 성장","30","🪷","1FAB7","힌두교","꽃, 연꽃, 불교, 순수, 인도, 베트남, 힌두교","animals_nature"
"emotion_reward","감정과 격려","1","😊","1F60A","미소 짓는 눈으로 살짝 웃는 얼굴","미소, 얼굴, 눈웃음, 스마일, 웃는 얼굴, 미소 짓는 눈으로 살짝 웃는 얼굴","smileys_people"
"emotion_reward","감정과 격려","2","😄","1F604","미소 짓는 눈으로 활짝 웃는 얼굴","미소, 얼굴, 스마일, 입 벌리고 웃는 눈웃음 얼굴, 미소 짓는 눈으로 활짝 웃는 얼굴","smileys_people"
"emotion_reward","감정과 격려","3","👍","1F44D","올린 엄지","따봉, 최고, 좋아요, 올린 엄지","smileys_people"
"emotion_reward","감정과 격려","4","👏","1F44F","손뼉 치기","손뼉, 박수, 박수 치기, 손뼉 치기","smileys_people"
